fecha,gasolina,diesel
2023-12,"1,64","1,57"
2023-13,"1,63","1,55"
2023-15,"1,64","1,52"
2023-16,"1,65","1,52"
2023-17,"1,64","1,5"
2023-18,"1,62","1,46"
2023-19,"1,6","1,43"
2023-20,"1,58","1,41"
2023-21,"1,58","1,41"
2023-22,"1,58","1,42"
2023-23,"1,59","1,42"
2023-24,"1,59","1,42"
2023-25,"1,6","1,43"
2023-26,"1,6","1,44"
2023-27,"1,59","1,44"
2023-28,"1,59","1,44"
2023-29,"1,6","1,45"
2023-30,"1,62","1,47"
2023-31,"1,65","1,5"
2023-32,"1,68","1,55"
2023-33,"1,69","1,59"
2023-34,"1,71","1,6"
2023-35,"1,72","1,61"
2023-36,"1,73","1,62"
2023-37,"1,74","1,63"
2023-38,"1,75","1,67"
2023-39,"1,76","1,69"
2023-40,"1,75","1,69"
2023-41,"1,72","1,68"
2023-42,"1,68","1,66"
2023-43,"1,66","1,65"
2023-44,"1,65","1,65"
2023-45,"1,65","1,64"
2023-46,"1,62","1,61"
2023-47,"1,6","1,58"
2023-48,"1,59","1,56"
2023-49,"1,57","1,54"
2023-50,"1,56","1,53"
2023-51,"1,54","1,5"
2023-52,"1,53","1,49"
2024-1,"1,53","1,49"
2024-2,"1,54","1,49"
2024-3,"1,54","1,48"
2024-4,"1,54","1,49"
2024-5,"1,55","1,5"
2024-6,"1,56","1,51"
2024-7,"1,57","1,53"
2024-8,"1,6","1,56"
2024-9,"1,61","1,56"
2024-10,"1,61","1,55"
2024-11,"1,61","1,54"
2024-12,"1,61","1,54"
2024-13,"1,62","1,53"
2024-14,"1,65","1,54"
2024-15,"1,66","1,55"
2024-16,"1,68","1,56"
2024-17,"1,69","1,56"
2024-18,"1,69","1,54"
2024-19,"1,69","1,53"
2024-20,"1,67","1,51"
2024-21,"1,66","1,5"
2024-22,"1,65","1,48"
2024-23,"1,64","1,48"
2024-24,"1,62","1,46"
2024-25,"1,62","1,45"
2024-26,"1,62","1,47"
2024-27,"1,62","1,49"
2024-28,"1,63","1,5"
2024-30,"1,62","1,5"
2024-31,"1,61","1,48"
2024-32,"1,6","1,47"
2024-33,"1,59","1,46"
2024-29,"1,63","1,5"
